feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,label
-429.0021740152,36.0735543826,-8.9552827147,5.4894032272,3.6732665756,-8.0139516926,-2.1286071302,-1.2407117737,-8.6579704762,-1.8224926592,-5.2878896332,-0.7276640139,-1.5387356884,-4.1356154685,-4.558922422,-0.7409390367,-6.0283265561,-0.9771731085,-2.0258052535,1.62470859,5
-454.8910776263,46.4212240273,-9.9483549806,3.6990439282,1.6190714207,-8.9287174617,-0.6440100862,1.1951025688,-9.8691905945,0.0275978717,-4.3640771731,-1.0295492071,-1.8064662809,-3.2305163869,-2.4303648014,-0.2218094258,-6.7547530626,-0.6740918874,-3.3336679531,1.1368815501,5
-619.64106271,58.631580588,6.1546895925,16.5219717337,15.0869630827,4.9932705452,9.1829661374,-4.3187605421,-5.1317243199,6.0447377274,-1.44762727,-2.3946414329,6.1196960543,2.4995501347,-1.0415153129,4.4694299023,-1.5751471601,2.5448953361,-0.7486577764,2.3092389544,5
-467.5666132409,48.2906475652,-9.0860573513,7.2972398789,6.933056462,-2.8960789454,0.6270668014,2.5403805276,-12.0242417477,0.0551447374,-1.2806443149,-5.3334928835,2.2924381548,1.0220797425,-4.7407382744,4.0818844965,-3.4307667642,0.1202878803,-1.5656600428,0.1209135633,5
-393.9498223602,42.273323927,-15.2219503988,7.916275905,5.643473172,-6.7649829704,0.2545381673,-1.7382719735,-11.5157168528,2.6881073405,-0.7903046707,-5.7438453176,2.8578967654,0.1087473614,-6.988668342,0.924808541,-4.1282094656,-0.9221925116,-1.14415597,-1.6613691266,5
-565.2431763585,56.0418823406,-2.3604689548,14.0142156944,11.9694155527,-1.2715654723,8.5043187451,-2.0043544694,-8.1550592567,4.139279928,-0.9575100024,-2.6622619977,6.065378055,1.120737406,-2.7591327404,3.1667571996,-1.0496845188,2.8193736203,-1.8320500435,2.826654951,5
-443.1909291423,44.5154450322,-18.3794743033,11.3788046996,7.6751378749,-2.849222689,0.8429214436,-3.2620326424,-13.6221406603,0.775082158,-0.9443018098,-7.696565973,2.9439190663,-0.0609745712,-6.9569152362,2.6215092801,-4.3680928435,0.1049780851,-3.1385139337,-1.3152117376,5
-598.2691254648,65.9063435154,5.4774762986,14.0586948184,13.0853133536,4.3142328536,8.2445601863,-0.4424394425,-1.2481766665,7.122822966,0.5477456311,-0.5900091326,5.2266945088,1.5316009976,-1.5756209526,1.2683005413,-1.5928488003,1.7587559374,-1.282246073,2.4648240064,5
-644.4877774169,54.5169315013,8.1444689667,13.8209318053,15.7670908002,6.5950939258,7.1280616266,1.918944127,1.0241866707,4.4778174889,2.0284674741,1.760183517,5.6547591274,3.6671500759,0.2929257934,1.4636453329,-0.6947270901,2.1744681709,-0.6253099259,2.6271416296,5
-452.6117406259,45.6146496202,-11.9488920196,9.7227021778,8.4159131072,-1.9960620573,2.2356677512,0.6739728209,-8.0357165998,1.3154370653,-1.6691145567,-5.5947755514,3.2889852357,-0.4084510233,-3.9509540574,0.9562127185,-4.1065931788,-1.0634382203,-2.3897434978,-0.2676163359,5
-409.3142732357,44.3616520241,-10.1940088805,9.5539287543,5.6795734175,-10.7737589753,-4.395123399,-2.8567060457,-16.9375087153,-5.7955955711,-1.5745724584,-9.3519908349,-6.4860797213,-1.0813325813,-5.7682992656,-0.9882742553,-7.4559916728,-2.4123242909,-2.4109347352,-2.7208453428,5
-378.5777372513,46.7678005362,-25.6764710543,6.8076928891,6.8717839358,-9.2345241096,-9.9677288838,-4.3874292683,-16.7080683286,-2.8280399267,1.182753201,-9.6295335068,-4.8403194282,-1.1099704678,-6.4685516182,-3.66307513,-6.9942340985,-3.1878853133,-6.2312332846,-3.756221523,5
-449.2551973769,51.1959310847,-16.3102535254,12.1101900564,8.5019858959,-11.0166282488,-5.1192286681,-3.3557419593,-19.866449513,-2.8706606243,0.0541693579,-7.9608370936,-6.036121001,0.8965442472,-6.4033872733,-0.6832264582,-6.6895593303,-2.4587695562,-3.0071967306,-2.5619353728,5
-353.7218206143,45.4153295658,-19.8852282579,7.1999315008,6.9171099826,-12.7681159793,-9.0416342784,-0.5333087324,-15.8984761453,-2.7593161367,0.5889573759,-7.7324110148,-5.4000019442,-0.101287055,-6.1032659699,-2.7444235348,-5.714436067,-1.3854170307,-3.8218321761,-3.9284181786,5
-445.8678791838,49.7079019045,-12.5976092825,11.6613755046,8.3077593781,-10.7531144873,-4.3677392608,-3.2989514247,-19.5426370568,-3.4554066156,-0.349822507,-10.3754869193,-6.6151504794,0.3693099737,-6.9774767729,-0.929718283,-7.3978615663,-2.0245955435,-2.8168249686,-2.0540807442,5
-456.1710106094,51.8348532986,-14.9314784169,11.5074370124,9.9825414078,-10.4535801006,-3.3950290144,-1.3062632648,-18.7139448552,-2.739742868,-0.0327423648,-7.5316810031,-6.4069885332,1.0732725922,-7.2781249933,-1.0753611795,-5.9937210828,-2.9020260528,-2.4666048728,-2.5386617709,5
-383.5032630697,40.7903000687,-15.7393390134,5.9497212567,4.9791703563,-10.9175643962,-6.1429426435,-4.6401147509,-18.2193896758,-3.5264960712,-1.925828353,-8.6978927876,-6.9131003574,-0.3757213289,-5.504893619,-1.6315630901,-7.5754384813,-1.4201928453,-2.6448941713,-4.1427574755,5
-377.6369860089,39.3878408523,-20.6830587498,7.0042948484,4.9087799601,-12.2771007044,-8.9070243829,-4.2041178501,-17.9751094963,-4.1588299819,-1.9043919179,-7.9069432301,-5.8121423096,0.4215025506,-5.5817920097,-2.2171073611,-7.9420234101,-2.6637498303,-5.1978925453,-4.4854106187,5
-370.10031226,40.7325693415,-1.519162976,8.7473476055,-6.2228237895,-7.4249300169,-1.254856211,1.7718108811,-5.8640356522,-6.6565247381,-1.764033324,0.2960676635,-5.1219986771,2.3085767321,-5.0392915029,-0.3650127147,-7.4837353294,0.3209585773,-5.2792641305,0.0760746245,5
-542.2124290635,48.6387924029,6.5806374593,9.362756734,2.2006456384,0.5862205025,1.0907800919,1.1362652274,-4.5279560976,-2.3236006665,1.1273665592,0.7667624844,-3.4918080128,1.1472327529,-1.7500176903,2.2532638422,-3.6038686122,1.2581547504,-3.7072592778,0.4298146446,5
-353.059567925,25.0284468992,-8.8181457171,2.482158776,-12.4503158212,-5.6122345896,-2.6558681119,-1.5767050955,-6.6639642013,-9.2793727865,-2.5344068945,-0.2934580037,-7.5863984498,0.0693004444,-5.3841586062,-1.530376609,-9.8878562553,-1.633992076,-2.2733499646,6.4895673823,5
-384.0053436106,33.3029023392,-7.2454599113,5.4297344714,-10.5601510008,-4.1395376853,-4.9973501688,-0.7310997697,-6.8141504315,-8.3190751443,-1.8139074894,-0.6064775146,-4.6044923641,0.1347155539,-2.8621530866,-0.43136648,-5.3214511684,1.0345237429,-4.2045831146,1.3443582747,5
-587.2051564724,51.8737699538,13.6901575816,13.3094102993,2.8920442998,5.0960779673,1.0713351967,1.8509719443,-4.2932996575,-2.9846515823,2.8236726291,-0.6440381777,-1.0116037662,0.7641764748,-1.5815346893,3.5805214009,-3.2071296333,0.6571378787,-2.9543416884,1.4403426979,5
-535.7282626646,46.2396888648,4.265026967,7.5843874934,-2.0706535718,1.7040608901,-0.0173864268,-1.6532193537,-5.470035957,-6.1099600965,0.734593164,-0.9438541723,-3.6517780241,0.6086883935,-3.1957787992,0.579024093,-6.0417708425,-0.3867929817,-3.433428678,0.5186585352,5
-454.14915327,37.1558831324,0.8968700504,7.6534230825,-2.9841257502,-2.9567656284,-2.205012853,1.4393384998,-4.3101241083,-5.7606679862,-1.31212901,1.0574705716,-4.0312565022,0.3717286271,-3.4533796653,1.6326449229,-5.2081007471,-0.3380173346,-3.6798617659,-0.2677262109,5
-536.8372372849,49.7738254961,8.4149963923,8.9460336432,-1.0460980815,2.7087201568,-0.8533655886,-3.1785540262,-4.5219598347,-7.339379344,1.369563406,-1.9974395473,-3.929663009,0.34187045,-3.767090572,1.1054499498,-6.4192492081,-1.0651378271,-3.1855873705,0.5813326025,5
-586.9992347048,45.3260838909,9.0248111772,11.0341650679,0.7440880892,-3.955759201,6.5633818671,-3.9480391265,-6.5562194016,-2.5011187228,-4.3267419815,-2.0946160293,-4.4249279656,1.7764206263,-3.4909836907,-0.0176401241,-0.6877172365,0.5349179977,-2.193398071,3.0099068545,5
-477.1169771294,35.1120384006,-6.6497329072,5.3455087638,-5.5982234737,-11.2191732726,7.2925911759,-9.2846863776,-7.3780462749,-4.2433678359,-5.7422068359,-1.845138698,-4.2382531153,-0.7664701115,-3.8747459898,-1.3146115755,-2.0985952747,2.4140306626,-0.8558187812,7.0682147559,5
-566.6322473436,52.9865110855,-4.788005591,9.3140096572,2.0101304972,-4.5679441139,7.3697433389,-6.6301906832,-2.9598995564,-1.5879263305,-2.7813841318,-2.5286426811,-3.9292632732,2.6344981326,0.0445639523,-0.3955076374,-0.1330306512,1.9226191937,-1.8314130846,4.4184454906,5
-542.7203726554,46.6567554742,0.5478521951,11.4400679602,-3.7352738755,-6.0617964375,8.0436399944,-3.5965939575,-3.6022588759,-4.0770769166,-1.9955286439,-1.1709187062,-2.4562355546,1.9440663994,-1.9142014997,-0.3772745309,-0.1937383496,1.3519561069,-1.2677752725,2.5003072134,5
-604.0816571696,47.0339352783,9.8753250703,10.6897934526,2.0485354751,-1.9438160973,8.830416049,-4.4374859414,-4.5022093352,-2.6683717803,-2.3199523004,-0.853079906,-2.0344177544,1.596111113,-1.3668611159,1.2858652395,0.1026021587,1.8667844385,-1.6586877044,3.4451110888,5
-493.3901395365,30.9230120093,-3.9828434316,2.1992072629,-6.5306025022,-8.705538513,6.4815847033,-9.25714113,-6.4272542309,-2.9525314888,-5.1309032999,-0.6026195704,-4.8287139742,1.1996768846,-4.5023830959,-2.667928504,-4.339905702,0.4653265751,-3.6535119199,3.825134929,5
-476.1463232827,47.6657341439,-13.144975715,2.7043011439,-9.7129606428,-10.7282567534,8.496737414,-6.9300057863,-7.7862161662,-2.4570205168,-2.3418068756,-0.7534413402,-3.2040529259,-1.0010898927,-2.6486905948,0.2346284499,-2.0704522055,0.8883132775,-0.5292266095,5.6697618264,5
-382.8442782885,30.2282255941,-19.4722099228,4.6354587502,-8.9464544101,-12.0554039547,5.1418032621,-4.286200812,-6.2790120886,-2.5145528552,-4.7161308799,-2.4361842469,-5.7983074848,-2.4786293991,-4.6024671703,-1.329282584,1.5332140553,4.421918494,1.6100591935,7.712933244,5
-496.0377766166,35.5282417045,-16.9696125293,-3.7326390779,-8.3872287077,-16.3544207119,-9.9260073515,-12.0499342246,-13.3681274605,-1.0554923561,-6.4407780794,-1.3046382397,-2.9305767406,-6.2333429572,-0.3304461001,-4.0490985286,-5.182883772,-0.9590414079,-6.8521265012,-3.7001894487,5
-498.8552953333,34.490351918,-11.0085811484,-1.8652363945,-11.6151457163,-9.8385420867,-8.3185699065,-10.7985224397,-11.2091688327,-2.1036192782,-7.7684713271,2.4312119315,-1.6728308137,-5.972812875,-0.0091885256,-5.113032238,-3.71545876,-0.4065327543,-6.4943138628,-1.8616384313,5
-495.1137654057,25.3145681853,-16.2164692139,0.5280894809,-17.2624141827,-10.3723595572,-6.1573855388,-11.2779915415,-9.8411499312,-2.7880173002,-8.9515583658,0.6042935648,-2.1850895829,-9.2226898789,-0.2708085393,-4.4145573535,-6.1595460778,-0.7318172051,-8.4879453061,-3.4283456977,5
-425.6246307915,27.197003709,-17.7519157883,1.4384207637,-16.8559063421,-15.2071103499,-4.5488266098,-10.4098711043,-10.8486534958,-1.9156922466,-11.5611831862,0.6517793833,-3.3184680981,-9.0069444942,0.8728459083,-4.8913260496,-5.5690871553,-3.0962824884,-7.6488482596,-3.2764913823,5
-534.4479539529,34.0519651611,-14.8640336803,2.6972180038,-7.9214805505,-11.0402350125,-5.6843052555,-11.9568209902,-10.1835641836,-2.6741055945,-5.6325956847,-0.6595241532,-0.123887062,-7.1814054079,-0.3093939341,-2.7596500602,-4.4233036035,-0.7997121384,-4.9352495426,-2.3996208804,5
-503.8651692729,34.8192876469,-17.601677484,0.2461293874,-12.54115677,-12.8996842692,-4.7330909501,-10.6601565098,-9.8941869938,-0.5546646254,-8.9407533653,-1.4313597552,-1.0606746997,-8.306278015,0.930347266,-4.393164688,-6.5860710419,-1.8277245849,-6.5330699073,-1.4614592299,5
-509.9551059076,31.0924998855,-16.7746444458,-0.6286179511,-9.8068566257,-11.5132196051,-7.3893946404,-7.8473444575,-9.5937809673,-2.112208856,-6.4943254947,-2.4254244973,-0.4439251043,-6.4761782331,-0.822576798,-3.2375018407,-5.8861447853,-1.8515566944,-5.948490079,-1.4277757636,5
-462.3691659767,28.9728790678,-19.9550136009,0.2580207206,-13.4543570418,-14.4202527366,-5.693825568,-9.2329891395,-11.845601721,-0.159064871,-10.6472704853,-1.1600562302,0.1653873973,-9.9159669683,-0.1096209914,-5.9698031027,-7.4314496064,-1.678494436,-6.2012992549,-0.361658407,5
-616.404422698,47.1319845564,0.346656869,2.8626911088,0.7699280171,-6.5944732168,-7.7924909053,-4.9077026533,-9.9747157399,-4.2109853514,0.034104213,-8.0006344214,-1.6665056714,-3.7805680727,-3.2372831042,-0.0126975726,-7.0526110154,0.2475653417,-5.0284281272,-2.592685157,5
-444.8890982286,25.2777875658,-19.1825321567,-3.6463538903,-6.5796127376,-13.8776248891,-10.3775790679,-12.3589761079,-18.0734573908,-5.0568857757,-3.271974648,-10.9415332442,-5.4186143664,-5.3078187234,-7.9201162624,-4.0774476875,-14.2366930638,-0.2861009344,-9.9954474471,-3.2660785263,5
-578.5573544144,42.947896559,-7.6759233276,-0.2236817386,-2.2865241137,-6.546973858,-9.2966857016,-8.581450881,-12.079014678,-4.4471689924,0.1244582053,-10.0129057751,-1.6179626975,-4.2351846667,-4.8979831711,-2.7081312157,-7.5944816798,-0.4349286167,-4.924062897,-2.8162719279,5
-439.4561629497,25.0032082982,-14.3301498576,-2.4511255566,-5.0780940971,-12.020667727,-9.4998249213,-10.5218574956,-18.0847944397,-5.2011650834,-4.7514522234,-10.1709312381,-4.6796747154,-6.1320734339,-5.8400698546,-2.7623436729,-13.2022930042,-1.3767342015,-9.9430201895,-6.1108689397,5
-497.5922130979,38.1535531816,-14.8346118885,-2.1251501696,-3.3725827491,-10.6648713846,-10.1360998521,-7.4661477633,-14.5934032321,-5.3204885864,-2.0296737729,-11.0338853736,-4.1367988229,-6.4562602408,-3.9890415433,-3.2504962777,-11.2770212623,-1.7476810102,-6.7648882728,-5.5195259249,5
-481.4976731656,33.4504060674,-15.2076784522,-0.713591053,-3.161327925,-13.0620295997,-10.3524700976,-9.1312434289,-13.8322360647,-2.6802599583,-4.7631661258,-9.3282430121,-3.8292165238,-6.0399841281,-3.6082174472,-3.4538687314,-11.3035206188,-1.8539011912,-9.6222480367,-3.4156803097,5
-552.4544085087,43.0077556361,-6.0694234185,0.2950267136,-2.6940107646,-8.0284684665,-8.720495348,-9.1415866913,-15.1668091218,-6.4063407472,-1.3405614291,-11.7404010519,-4.684710267,-3.4953306236,-5.82777418,-3.5994883337,-8.0096640212,-0.0949927928,-7.0385139192,-2.6934230484,5
-584.3592262161,42.1997853692,-1.4801561274,2.092339508,0.4674995916,-7.3847593219,-7.8719340139,-8.376020774,-9.64129154,-5.0553042706,0.496819363,-9.8281701773,-2.1918566301,-2.7359010822,-4.1225913357,-1.9229441601,-6.9262812531,-0.3334849088,-4.5238927525,-3.2819617345,5
-641.4514005196,65.8799572925,-2.0505745946,15.2945287539,20.5192746044,2.9056585172,-2.4546451876,-2.9998246415,-9.8572518677,1.4665940622,-0.556220668,-4.7107170259,-1.4671261031,4.6120090454,-4.2047206354,0.7004788309,0.3142284169,5.2150271002,-6.6317282933,2.2177084251,5
-374.7023811621,52.4145806687,-18.7273856155,1.4402111053,3.8726808624,-9.398888669,-7.262862185,-5.5342100733,-7.5408902066,-2.1810720739,-0.4442281013,0.8952833035,-2.8135816333,0.282644744,-2.4292738524,-0.8075760536,-2.699508652,0.116076178,-2.0980272994,4.731578064,5
-353.8379584948,44.3236449766,-16.7421829889,-2.5373925123,-0.6279142672,-8.2806231401,-5.3023838643,-6.9985322401,-2.658438464,-2.0956760396,-0.5082037946,2.9296347101,-3.8585931078,3.7018442758,-5.3660360937,1.1512339573,0.5911255006,1.0039096338,2.9738331423,9.3394267693,5
-589.3436516946,60.2870340809,-8.5548956629,11.7739183938,18.3190798183,1.1017360551,-2.9287650126,-2.7828594444,-13.2012935485,-0.6765627082,0.7293407126,-2.685513442,-2.7137163428,6.3626156707,-3.7236871136,-1.22250273,-0.8685298168,6.0438593806,-8.3581826134,1.2038431029,5
-715.1387842469,72.7123610041,2.1092452066,17.8494974705,21.41719152,4.4177056829,-2.9929995592,-2.6378703475,-5.8247292706,0.8553393258,1.9280111065,-2.6212183757,0.4259360528,1.610272201,-3.3628832491,1.3840231889,-1.4901634283,1.4185783883,-5.4255913901,3.427440968,5
-366.9107812222,50.016314578,-16.4237604945,2.6017854804,5.1663564926,-8.569494047,-8.1305677005,-2.9692602495,-5.5967849101,-1.2832609576,0.8152005659,-0.0409035838,-0.5664757618,0.40336321,-2.7534435473,0.6208587055,-1.5328915948,2.6918229975,1.5135948587,6.4036380167,5
-675.2764065469,68.3136966519,2.198521476,16.5335528681,20.7114141288,6.5118761309,-1.5128620179,-3.4806303913,-3.8202345698,2.0813882604,0.8005404168,-1.7641024236,2.3006693755,1.9319472781,-1.8056460505,1.5068140822,-0.3302613968,2.7384747876,-3.4222469404,0.7577297118,5
-354.582059671,45.9482260348,-14.8730965071,-0.3028457103,1.2912821071,-10.1164110162,-10.6113677297,-6.2576366309,-3.4767337197,-4.7488393009,-0.6962253564,1.5894715411,-1.7213563315,1.7142492695,-5.0605825066,-0.1309347864,-1.1757105201,-1.176026817,-1.1414869154,6.6916363998,5
-547.9815080639,41.2738548261,-9.8651489918,1.2267725158,0.1091373191,-5.201894697,-5.3764968362,-3.3949983235,-11.435249189,-7.0590013041,-2.9204624979,-4.4556228714,-6.6176895974,0.7582592891,-7.0113780007,-1.2873369514,-5.713678884,-5.2275940525,-4.2667952965,-3.7872072953,5
-448.4556072778,30.9200430227,-17.241285087,-2.077227519,-5.0325242976,-7.4957332771,-6.9069871703,-4.2273859457,-9.3274006295,-6.3669413706,-5.7925621882,-3.0396209659,-6.0290237326,-1.7954029067,-8.0642440802,-0.2192672047,-5.6068324383,-3.632134072,0.9333323087,-0.308032461,5
-411.8168982486,24.6495029272,-14.4863765131,-2.6968707669,-4.6017266188,-7.5750385532,-7.1643191559,-5.0668048276,-9.6760926393,-8.121716268,-4.6887047157,-5.1486823825,-6.5504623512,-2.9279931091,-8.6286864276,-2.6905696905,-7.2827777343,-3.7680918038,1.2090162349,1.9158381968,5
-553.0887466805,40.9636337153,-7.4529229967,1.0587100187,2.420519463,-5.3078162828,-5.0797342861,-3.6921417459,-9.6582970307,-6.1162430159,-3.887149172,-4.7753614066,-6.0434102366,-1.6192604523,-7.379537772,-0.5801509136,-4.9032666058,-4.4339242271,-4.1533104351,-4.4250726109,5
-551.8209426144,38.4394481874,-8.8040787813,1.7052210406,-1.2163591671,-6.1538647338,-8.5405870225,-3.1874367989,-10.6738784521,-9.3100102078,-2.7559929607,-5.9555717148,-8.4725490465,-2.1509792091,-8.0469643624,-3.1464912723,-5.7314761271,-4.3100908127,-5.2414509338,-4.7720084576,5
-427.2419963283,30.7619273146,-15.9123138877,-0.4770842127,-6.2798272428,-6.3606550362,-8.1218230359,-3.4615362472,-8.6396463815,-8.2248445726,-5.0986456528,-1.6972085101,-6.7498241182,-1.2424536269,-6.9278640557,-1.5023948441,-3.5655793801,-3.5744086969,-0.1462766689,-0.3405394364,5
-540.9083739261,41.9782813731,-9.8402368199,2.9172099361,0.6057567939,-5.0477982295,-6.94690738,-3.5217170391,-10.8760648629,-7.5869351378,-2.3070545935,-4.7681774863,-6.9696506376,0.244834133,-8.0783814665,-1.1770951712,-4.3621898283,-4.7981736099,-3.9810150787,-4.1974401328,5
-401.4500322699,23.6506575507,-17.0316499019,-3.5656759854,-5.224790264,-5.231455403,-6.6885830358,-6.5042746126,-8.1032172731,-6.2143488988,-5.2945350487,-3.2937691338,-4.6143420077,-1.7880344361,-7.2419647248,-1.270706618,-4.9843184914,-2.3959642036,2.6353977209,4.2278240255,5
-532.551534824,43.5554695709,-16.518051877,6.4613700588,-6.0881547401,-6.1147238899,-3.7066535449,-10.5769070444,-3.9510248027,-0.5043121825,-2.3524482425,-1.4708944197,-4.4638339072,-0.5950030404,-3.3212426484,-4.5244313289,-3.0412435585,-1.5999947206,-2.1256869259,0.8460549879,5
-564.1160042936,44.8095360908,-9.8438557571,5.1605758152,-4.3706604709,-6.0040846562,-2.2100074854,-9.7910343532,-5.6550252485,-1.859773558,-3.4822938321,-1.643084253,-5.4382810612,-0.0295152819,-2.9093612823,-4.9489777702,-3.2998354519,-3.0128159546,-2.1033641624,-0.7139168663,5
-472.9921526199,35.3679807465,-23.9663735048,2.3797035495,-12.4594806588,-9.778640264,1.7589876989,-11.5729294147,-6.1996527159,-3.0062523842,-5.6434170287,-0.1002680728,-8.6459176927,-1.255779733,-3.2287640097,-4.6438004384,-1.8449708711,0.8043284354,-0.2664607244,2.0453641233,5
-579.2268889774,47.6863214421,-9.335931681,4.2978531961,-6.7766438777,-4.5177118228,-3.7526845804,-10.4639386803,-7.1540223434,-1.4287288516,-5.9874851337,-2.2363366616,-6.5267857414,-1.8829699431,-2.9975675287,-6.1949414473,-2.8721024174,-3.9438268964,-5.6537108968,-3.6223270903,5
-445.4544216203,32.028117966,-23.111754712,2.280503234,-12.1766513713,-10.4064969965,-0.8635600806,-13.4451078256,-4.6062551259,-2.780118601,-5.6022019051,-1.4389781573,-7.8462397507,-1.4557653236,-3.4222182415,-1.9917456721,-0.3644226249,2.4079748907,1.1661171364,2.9293624548,5
-427.1251382343,28.0805377534,-30.2100361629,-4.8962455191,-16.0898519221,-14.7626231583,-2.9087142631,-16.5344571955,-10.2940271272,-4.8776208451,-10.3154530909,-2.9483843495,-11.4341902197,-5.0191110542,-5.4571581332,-3.2023697604,-0.7617665398,2.8687741498,2.4590940976,4.8435639716,5
-561.8083572907,42.2280919996,-15.0873876616,2.8521473499,-9.2485094343,-8.4555280305,-3.7736014078,-11.9532456694,-7.6331642967,-1.8513611264,-5.8276123318,-1.5143311572,-8.2051221458,-0.9931062648,-2.4407041233,-5.7480120263,-1.905537077,-5.0874217207,-6.9264239298,-3.9022951468,5
-425.0077428904,26.5959214825,-30.7496419619,-2.368251787,-16.9950371023,-13.5594607726,-2.0397838043,-15.5801715718,-9.0311251199,-4.1656441181,-10.3012273681,-2.7476511114,-12.059892841,-4.4150222518,-5.5143958442,-3.2604995094,0.6492012214,2.6220588515,-0.7777235028,1.7029453838,5
-470.2983899753,43.7940978032,-6.7001811874,-0.5245511022,0.3565559405,-7.8111290953,-0.5024472933,-5.4466584553,-11.4143891611,0.4949205792,-7.4960901702,-1.1719928603,-2.6741234084,-5.5944660936,-1.5870501955,-4.266838252,-9.8642778288,-1.1557345065,-5.8816086183,-1.9855268079,5
-631.8511712592,50.1044471867,4.4978028556,5.5789823611,4.1494240293,-3.2254537472,-4.1310864332,-9.5410174072,-9.8996928755,-0.3492526864,-10.2160915768,-1.540604629,-7.65387191,-5.7489851324,-1.9294143866,-5.5557624848,-10.0077759257,-1.8486614491,-6.8711257196,-3.8106666909,5
-446.8876467917,43.9281057273,-7.8976827637,0.4696284611,-1.2430230234,-6.9306082376,0.578551029,-1.2316195718,-8.1221371341,1.2313561446,-4.1579163701,-0.7321306564,-2.1319514015,-4.4580728624,-1.8816135656,-1.4021185812,-8.0575905568,2.311963181,-0.1876247266,2.9425725037,5
-583.8078681978,52.6685873799,-2.1020896736,9.1346853949,-0.661468958,-3.8166515626,2.0451499416,-4.26447259,-7.5275012542,-0.8663981364,-3.8348939682,-1.6122904604,-3.3625918733,-3.057410382,0.3990648116,-3.0868446996,-7.8512111201,-0.8169817598,-4.9047933682,-2.7632892614,5
-415.6301914922,40.7501258459,-12.3519338933,-10.1550725298,-3.153460838,-7.6670311066,-3.1014133072,-3.3792790475,-11.1278135797,2.3007918075,-2.3184114091,-3.2918027445,-4.4346720925,-5.9685898429,-5.1850328482,-1.4135472302,-5.8273478975,4.3564481636,0.1728451796,1.7759664015,5
-582.5469569494,58.0360798026,-5.5208272224,12.2962096896,2.8041886181,-5.2506204445,0.4945040433,-5.2236994395,-8.6375713556,-1.96194328,-2.7201687203,-1.3853610242,-3.696337043,-3.8953398865,1.1665854083,-1.9846570662,-7.9302316058,-0.7284567782,-4.6710153453,-2.8112153636,5
-616.0402923172,45.162669539,-3.2319577137,4.5202746662,0.9921101657,-6.7595005936,-4.3777030464,-11.8221894934,-10.5770401643,-0.2288216273,-9.4690513973,-2.1302125258,-7.0223202257,-6.3124598894,-1.8141418047,-5.7408529994,-10.2729428267,-2.4770386961,-6.4595047985,-3.6332583487,5
-379.3340794624,35.2640249657,-17.9106672966,-8.0201177905,-4.7440661057,-9.0781552887,-1.4043933944,-2.6182847898,-9.1950150583,-0.3709093071,-5.9868044164,-2.9660165309,-3.6552647928,-5.5408254091,-1.2028709093,-0.0898219887,-6.1026304085,1.385463067,-1.0320024204,2.9440386847,5
-378.4643992513,-3.1681997927,-32.6106403552,-7.0169821791,-16.2877072951,-5.3088458139,-5.7765809591,-4.9464153984,-8.12091428,-7.8899416247,-4.9712827744,-3.4548101628,7.1383245407,12.0382787162,13.3014461619,5.5458209262,-5.1157664459,-4.9934077612,-7.8968811133,2.6027646721,5
-385.2890985326,-1.3098835068,-32.4063714867,-8.7542829659,-16.5389779106,-6.94576649,-8.2175145672,-4.9747890111,-9.940928459,-4.5347395831,-6.6110848914,-9.5312839641,0.536548268,7.8675418815,11.33375451,11.6754918305,0.0326502066,-3.0327690391,-9.0376708188,2.8704711185,5
-546.9394638039,48.3987638851,-20.1968102625,-1.9654837158,-6.3259342901,-12.4469924652,-3.3932042772,-12.5534140858,-15.5060005261,-2.9643986042,-1.8571094853,-7.0829366402,-3.3804770238,-5.8356048812,-3.9556500123,-5.8686675298,-8.9414980178,-3.5997668282,-4.8143528031,-3.77029293,5
-561.1401920637,51.729679419,-14.4547049955,1.0571079185,-8.1516478894,-7.4696940629,2.8328080269,-12.5283437081,-16.1689717975,-3.2280611163,-2.8153865304,-4.54955159,-4.8418078656,-4.8389090592,-3.5517219577,-2.1263820024,-8.5924785985,-7.2155098799,-5.2854332594,-2.8478939026,5
-575.0776067402,45.4639684,-12.7688116647,-4.1561948833,-6.5579791065,-11.2183540205,-2.7824258948,-10.6699545541,-14.7853553862,-6.6535218122,-3.3974330078,-6.3875863147,-6.2686775347,-5.2662614714,-3.6755094452,-5.7693984764,-6.9013545153,-3.987028931,-6.1231029853,-0.8828530877,5
-396.639316467,5.5307130342,-31.576168032,-4.6262002258,-14.1323319213,-10.1640354441,-6.5242376114,-3.8823163216,-10.5456477975,-6.9167022589,-4.4084547118,-7.9791760446,-0.7937433092,4.0353775645,9.1546211722,11.6407443949,4.2596713813,1.0670794387,-7.9664716103,-2.0632219577,5
-371.3693309914,1.285915874,-32.9663848893,-10.1377160099,-18.2510110669,-4.7542617227,-5.722060982,-4.6323824264,-9.1711142644,-4.5200364045,-7.1908116819,-6.7554104686,-0.3354278864,7.9781101701,10.963461409,12.4658324398,0.5666881368,-3.5427497665,-6.8760823021,2.8621400154,5
-550.2039993907,39.0602551389,-9.1278435528,-1.8249098381,-6.0328529253,-9.6209567651,-3.5569763674,-10.8689872056,-15.6753820547,-5.4399290542,-4.2642441387,-5.6663686749,-5.4581287339,-5.6774104224,-4.0437845797,-5.1726311458,-6.7621584101,-3.219388923,-5.0085755201,-2.8531929882,5
