feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,label
-616.404422698,47.1319845564,0.346656869,2.8626911088,0.7699280171,-6.5944732168,-7.7924909053,-4.9077026533,-9.9747157399,-4.2109853514,0.034104213,-8.0006344214,-1.6665056714,-3.7805680727,-3.2372831042,-0.0126975726,-7.0526110154,0.2475653417,-5.0284281272,-2.592685157,-4.9260001479,-1.4976372305,-4.9860348759,-1.2310711074,-1.8573418804,0.4175107617,-0.3808214215,0.5209470681,-1.5307193918,1.2340771506,0.1896134559,2.7675695437,0.3011250791,1.4957061921,-2.0825593412,0.712478999,2.8321245775,7.1331359311,5.4562024185,2.9037771153,-1.5139008936,-0.1773948769,1.6202808503,3.2888819269,1.1392669966,1.1145712598,-1.7979641957,-0.2535668783,0.3175457449,1.3862410175,5
-444.8890982286,25.2777875658,-19.1825321567,-3.6463538903,-6.5796127376,-13.8776248891,-10.3775790679,-12.3589761079,-18.0734573908,-5.0568857757,-3.271974648,-10.9415332442,-5.4186143664,-5.3078187234,-7.9201162624,-4.0774476875,-14.2366930638,-0.2861009344,-9.9954474471,-3.2660785263,-3.2957369499,0.1052130555,-3.6366528481,1.2941589648,2.3231371157,6.011720596,5.9102631582,6.7404435243,3.0555688122,3.4518426556,-0.5704840144,2.3714189516,-1.2350924781,0.8222303576,0.221767706,-1.3501486615,-1.035260458,0.6846113288,-0.310301811,1.0855955984,-1.9039900038,-1.1209492545,-0.5414549147,2.0008183705,0.1449253107,0.7136308139,-1.9396058026,0.9776250595,0.452665676,0.1083135677,5
-578.5573544144,42.947896559,-7.6759233276,-0.2236817386,-2.2865241137,-6.546973858,-9.2966857016,-8.581450881,-12.079014678,-4.4471689924,0.1244582053,-10.0129057751,-1.6179626975,-4.2351846667,-4.8979831711,-2.7081312157,-7.5944816798,-0.4349286167,-4.924062897,-2.8162719279,-4.8477697222,-0.3602306198,-4.0582084729,1.7724271254,-0.4921882266,1.7728348738,-1.0771820323,1.8673795402,0.1388389031,3.3711075875,2.6900479923,3.2074663551,-0.0666540162,1.3652864425,-1.6195801962,0.8726755059,1.4243641218,4.115382503,1.9437188536,3.1687220831,0.3037973345,1.3056557174,0.8656484597,1.2551382226,0.3233617364,2.5027093992,1.3468948421,2.6777261955,0.4938765744,0.9838056546,5
-439.4561629497,25.0032082982,-14.3301498576,-2.4511255566,-5.0780940971,-12.020667727,-9.4998249213,-10.5218574956,-18.0847944397,-5.2011650834,-4.7514522234,-10.1709312381,-4.6796747154,-6.1320734339,-5.8400698546,-2.7623436729,-13.2022930042,-1.3767342015,-9.9430201895,-6.1108689397,-3.9754245575,-2.1671919781,-4.0999951348,-0.4556131045,1.7943637816,3.9923822185,4.1168758604,5.3890218573,2.9175692308,4.9297009582,2.217783134,4.1345542628,-0.7630923506,-0.7371280654,-0.9790732732,-0.2970391994,-0.0667663842,2.4233441673,-1.8113740699,-1.4456337617,-1.1434603806,1.6806547111,0.4114018513,1.0929931581,-0.9910481366,1.1261933224,-1.6205583488,0.0124049775,-0.6899571063,0.5404968868,5
-497.5922130979,38.1535531816,-14.8346118885,-2.1251501696,-3.3725827491,-10.6648713846,-10.1360998521,-7.4661477633,-14.5934032321,-5.3204885864,-2.0296737729,-11.0338853736,-4.1367988229,-6.4562602408,-3.9890415433,-3.2504962777,-11.2770212623,-1.7476810102,-6.7648882728,-5.5195259249,-5.5382159901,-0.4054621224,-0.8601771715,2.8805493069,0.7081353821,2.670311595,1.4414853206,3.201966684,3.3149678244,6.8482805171,4.534167462,4.2767586044,-0.5497189518,-0.3229707401,-1.0704074103,0.4501474718,1.286750042,2.8985274126,-1.2788481527,-1.8514175252,-2.2002467672,1.5301302993,2.0188147354,1.7321371973,-2.0264636516,0.2691899169,-0.8976180414,0.9030346043,-0.5199775438,0.8266245583,5
-481.4976731656,33.4504060674,-15.2076784522,-0.713591053,-3.161327925,-13.0620295997,-10.3524700976,-9.1312434289,-13.8322360647,-2.6802599583,-4.7631661258,-9.3282430121,-3.8292165238,-6.0399841281,-3.6082174472,-3.4538687314,-11.3035206188,-1.8539011912,-9.6222480367,-3.4156803097,-3.5976018819,2.5486506856,-2.3156419941,2.4061664189,-2.1196520086,0.401295849,0.7017448568,5.4610599547,5.0069232303,7.5221313336,2.7615263048,2.0115316402,-1.6353444329,0.4996507865,1.0154830758,0.6516922156,0.3546376266,1.816940856,-2.7254111952,-0.9058617832,-0.0727350306,1.8178746599,0.774436853,0.8864286236,0.2871644742,2.9243571317,-0.8285557081,-0.7106411435,-0.2373244784,2.3786874379,5
-552.4544085087,43.0077556361,-6.0694234185,0.2950267136,-2.6940107646,-8.0284684665,-8.720495348,-9.1415866913,-15.1668091218,-6.4063407472,-1.3405614291,-11.7404010519,-4.684710267,-3.4953306236,-5.82777418,-3.5994883337,-8.0096640212,-0.0949927928,-7.0385139192,-2.6934230484,-5.887102532,-1.4182915649,-6.9454308479,-3.3128727049,-3.5829039356,-2.1914637325,-2.1975906149,1.2725643899,1.0849009165,5.6850783018,3.992004727,4.1347157564,0.2904472071,-0.3047719361,-2.2957220188,1.7776653604,3.2838959736,5.3638937127,4.4929514837,3.3664195913,0.9649308859,1.8924156326,0.5515690211,1.9901486264,0.7061180726,1.7498980675,-0.9174363158,-0.0822440163,-0.8395714647,1.2797340188,5
-584.3592262161,42.1997853692,-1.4801561274,2.092339508,0.4674995916,-7.3847593219,-7.8719340139,-8.376020774,-9.64129154,-5.0553042706,0.496819363,-9.8281701773,-2.1918566301,-2.7359010822,-4.1225913357,-1.9229441601,-6.9262812531,-0.3334849088,-4.5238927525,-3.2819617345,-5.6279139054,-3.0902560543,-6.1602484125,-2.1314247707,-3.0030889226,-0.3703820224,-1.7949046585,1.5207323839,-1.8019382644,0.8501212629,-1.3719256731,1.7166869912,-1.0587805971,2.931335134,0.4732883662,1.6287717053,-0.2088205914,2.6126429277,2.1836678157,2.2160530815,1.130562051,2.4877140913,0.466144673,2.5123314089,1.0032669804,1.9281708503,-0.1058227939,1.1279816602,-0.7126247585,-0.9238362461,5
-641.4514005196,65.8799572925,-2.0505745946,15.2945287539,20.5192746044,2.9056585172,-2.4546451876,-2.9998246415,-9.8572518677,1.4665940622,-0.556220668,-4.7107170259,-1.4671261031,4.6120090454,-4.2047206354,0.7004788309,0.3142284169,5.2150271002,-6.6317282933,2.2177084251,-1.7371424289,2.7716372108,-5.6940410932,-1.1417167526,-1.0472906349,0.057866543,-2.07578891,-0.9875501408,0.7248121379,-0.4093763117,-0.9362721791,1.0676549019,-2.1196861381,0.6696879291,-0.8326594072,-1.3526801728,-1.8160010272,-0.5344473282,-0.7380889216,-1.8008157568,-1.5517627922,-1.8354776743,-2.4398326197,-0.1886252027,-0.9925946222,0.5935567426,-1.9504990121,-0.8195130311,-1.9888155479,-0.3140605561,5
-374.7023811621,52.4145806687,-18.7273856155,1.4402111053,3.8726808624,-9.398888669,-7.262862185,-5.5342100733,-7.5408902066,-2.1810720739,-0.4442281013,0.8952833035,-2.8135816333,0.282644744,-2.4292738524,-0.8075760536,-2.699508652,0.116076178,-2.0980272994,4.731578064,-0.3963026493,2.0232520391,1.5294866848,4.6009021699,1.8834949121,4.5157243773,2.0001217423,2.5463496021,0.5820962996,3.5369460952,2.3037637369,3.905783565,1.9623158135,2.8167189459,0.7643616756,3.703562327,1.7115485005,3.3705175315,1.0333878979,2.3980642821,0.7098780079,1.4042170453,0.3403890598,1.6247312908,0.7438753337,2.5907955107,-0.312654999,1.1844219443,1.3783826889,1.8870234984,5
-353.8379584948,44.3236449766,-16.7421829889,-2.5373925123,-0.6279142672,-8.2806231401,-5.3023838643,-6.9985322401,-2.658438464,-2.0956760396,-0.5082037946,2.9296347101,-3.8585931078,3.7018442758,-5.3660360937,1.1512339573,0.5911255006,1.0039096338,2.9738331423,9.3394267693,4.3617646643,6.0152263329,3.782093771,4.4059716642,0.1738585756,3.1916106872,1.2680574777,2.0164230567,0.7354452829,3.9913522278,1.5642815533,3.5226672415,1.355200222,2.6231805982,1.963169627,3.7954041211,1.1485332364,3.8621563183,2.6441730808,2.3242047059,1.0558450719,2.5234855033,1.1362776319,3.0007119849,1.400522241,2.3843318177,-0.23532525,2.2495558215,0.2689758585,1.0570403025,5
-589.3436516946,60.2870340809,-8.5548956629,11.7739183938,18.3190798183,1.1017360551,-2.9287650126,-2.7828594444,-13.2012935485,-0.6765627082,0.7293407126,-2.685513442,-2.7137163428,6.3626156707,-3.7236871136,-1.22250273,-0.8685298168,6.0438593806,-8.3581826134,1.2038431029,-0.5933465267,0.2180279103,-3.6840564946,-1.7708917779,0.5302270262,-0.6977697918,-1.7265719288,-0.1668221569,0.1226380945,-1.3593191978,-0.3021616711,0.6135872217,-0.3948262981,1.0248175298,0.1432315906,-2.0273520315,-0.7072788586,0.1979733805,-1.0275944596,-0.8383559834,-2.6847009561,-2.6158970515,-2.6874377031,-0.9116706028,-0.7849482479,0.9358783198,-1.003965213,0.1501723147,0.0472107085,1.4935073109,5
-715.1387842469,72.7123610041,2.1092452066,17.8494974705,21.41719152,4.4177056829,-2.9929995592,-2.6378703475,-5.8247292706,0.8553393258,1.9280111065,-2.6212183757,0.4259360528,1.610272201,-3.3628832491,1.3840231889,-1.4901634283,1.4185783883,-5.4255913901,3.427440968,-1.7334160959,0.8208183163,-6.130610315,-0.5317250301,-1.1290339767,-1.4774927608,-3.468283747,0.3719597571,-2.2928442065,-1.034225681,-2.9679658276,0.122193471,-1.8047695763,-0.0390387199,-1.9284510225,0.0244541459,-0.5744565188,0.152750458,-1.0947203305,-1.7904200961,-2.6516799063,-2.1124850116,-1.8223325395,-0.545429293,-1.6999783678,-1.1847439318,-3.3005467207,-1.5251476329,-1.8723514395,-0.9869876883,5
-366.9107812222,50.016314578,-16.4237604945,2.6017854804,5.1663564926,-8.569494047,-8.1305677005,-2.9692602495,-5.5967849101,-1.2832609576,0.8152005659,-0.0409035838,-0.5664757618,0.40336321,-2.7534435473,0.6208587055,-1.5328915948,2.6918229975,1.5135948587,6.4036380167,4.5703836701,4.8561463051,2.6952770354,6.1909150597,0.2941445662,3.1627622312,1.9307520132,2.5459532078,1.2430711294,2.6082836095,1.4224654186,4.7836758237,1.0736505856,2.1744208626,1.5622047048,2.9329538974,1.3787132609,4.6120872849,1.879300299,2.6321030956,1.1183860547,2.5312259247,0.9761760939,2.8489244664,1.7669494573,2.7036734292,0.1096633245,1.0908419198,0.9829576385,1.4749276297,5
-675.2764065469,68.3136966519,2.198521476,16.5335528681,20.7114141288,6.5118761309,-1.5128620179,-3.4806303913,-3.8202345698,2.0813882604,0.8005404168,-1.7641024236,2.3006693755,1.9319472781,-1.8056460505,1.5068140822,-0.3302613968,2.7384747876,-3.4222469404,0.7577297118,-0.5196588773,1.6013271943,-5.2785697235,0.0653215056,-0.5789176757,0.7998297126,-1.0202549458,-0.8344909682,-0.0139968924,0.7149556703,-0.8808795398,1.4618014132,-0.1849417719,0.6348317139,-1.3661455367,0.7096922323,0.0482878211,0.2553571997,0.4029396246,-0.3275045716,-2.2138718701,-1.1564631722,-1.1025782791,-0.0629697831,-1.3365407197,-0.8254415088,-2.0917898332,-2.0007708848,-1.3232702819,-0.4118469117,5
-354.582059671,45.9482260348,-14.8730965071,-0.3028457103,1.2912821071,-10.1164110162,-10.6113677297,-6.2576366309,-3.4767337197,-4.7488393009,-0.6962253564,1.5894715411,-1.7213563315,1.7142492695,-5.0605825066,-0.1309347864,-1.1757105201,-1.176026817,-1.1414869154,6.6916363998,3.0105233741,4.0276071913,-0.137265467,5.3085160064,2.4394471519,2.0031101618,2.3074325794,3.1076474108,1.2025664369,2.8811452821,0.2851785455,2.7705055833,0.9238113449,3.1035158628,1.2206612366,3.337513071,1.4330451568,3.4969726,1.3203086341,3.0537083137,0.2265539355,1.6848699314,0.6346478147,3.1296812989,1.5353387182,1.5979535072,-0.543716019,1.696050579,1.3197936423,1.5008000793,5
-547.9815080639,41.2738548261,-9.8651489918,1.2267725158,0.1091373191,-5.201894697,-5.3764968362,-3.3949983235,-11.435249189,-7.0590013041,-2.9204624979,-4.4556228714,-6.6176895974,0.7582592891,-7.0113780007,-1.2873369514,-5.713678884,-5.2275940525,-4.2667952965,-3.7872072953,-6.1459019611,-3.4669046411,-2.5708783387,-1.5151986396,-3.8811443005,-0.7030181926,-1.7973964348,-2.2601721135,1.3920228629,1.6022668359,1.5575902888,3.9956171184,0.7981978957,1.0477545847,-1.7350756763,0.9205739838,0.3578324993,1.6867670286,-0.1222684388,-0.0113875887,-1.0661151783,0.4523752286,0.9833450497,2.5586175699,-0.3924385955,-0.0486236571,-1.0971393291,0.1891554847,-1.3814196128,0.8463381083,5
-448.4556072778,30.9200430227,-17.241285087,-2.077227519,-5.0325242976,-7.4957332771,-6.9069871703,-4.2273859457,-9.3274006295,-6.3669413706,-5.7925621882,-3.0396209659,-6.0290237326,-1.7954029067,-8.0642440802,-0.2192672047,-5.6068324383,-3.632134072,0.9333323087,-0.308032461,0.4104363525,4.5992029566,0.3877567881,3.5947037093,0.8919601475,4.7349156153,1.862174599,0.7498476796,0.3403510632,2.3338777551,-0.8487664295,1.9813837994,-2.7992343675,0.9674603448,-1.1311578366,0.0882444248,-0.4586941994,0.2478281156,-0.0286575395,1.0071875569,-1.5264952717,0.5447734809,-0.0524922592,0.5555432837,0.0618935535,0.504569922,-0.7023450086,-0.2067546442,0.0070744337,1.2487287451,5
-411.8168982486,24.6495029272,-14.4863765131,-2.6968707669,-4.6017266188,-7.5750385532,-7.1643191559,-5.0668048276,-9.6760926393,-8.121716268,-4.6887047157,-5.1486823825,-6.5504623512,-2.9279931091,-8.6286864276,-2.6905696905,-7.2827777343,-3.7680918038,1.2090162349,1.9158381968,-1.0076120171,3.659431476,0.4160012893,1.4132975425,0.1247219332,5.4381745106,2.6910417873,1.6806594747,1.1449438832,-0.4972370068,-2.4809144245,1.3483247898,-0.5253425026,0.7683517118,-3.5811045854,-1.3238418769,-0.0610726548,2.0339717232,0.7214795689,0.3062380184,-2.6103468818,0.8430205355,0.637498561,0.5202258952,-1.3244655909,0.0411938696,-0.4760479772,0.1194451227,-0.9835168915,0.1842054466,5
-553.0887466805,40.9636337153,-7.4529229967,1.0587100187,2.420519463,-5.3078162828,-5.0797342861,-3.6921417459,-9.6582970307,-6.1162430159,-3.887149172,-4.7753614066,-6.0434102366,-1.6192604523,-7.379537772,-0.5801509136,-4.9032666058,-4.4339242271,-4.1533104351,-4.4250726109,-7.2960397199,-2.8841886489,-3.4976981785,-1.609250757,-5.7027350143,-0.2633860638,-1.6036436797,-0.7483106145,1.5444897084,2.4127636165,0.6685035296,3.4939168944,0.0729517358,1.4946495914,-1.3794747542,0.1111638632,-1.1936528252,1.3455854982,-0.426409165,0.9332317653,0.2211404962,1.6994710075,0.8286838369,3.0779336768,0.0623071304,0.2399912392,-1.6616412534,0.4813560016,-1.1933599502,0.6820940867,5
-551.8209426144,38.4394481874,-8.8040787813,1.7052210406,-1.2163591671,-6.1538647338,-8.5405870225,-3.1874367989,-10.6738784521,-9.3100102078,-2.7559929607,-5.9555717148,-8.4725490465,-2.1509792091,-8.0469643624,-3.1464912723,-5.7314761271,-4.3100908127,-5.2414509338,-4.7720084576,-6.4699369534,-3.5816492807,-4.4561439644,-2.9794417167,-4.5328723847,-1.4184254661,-0.0019917048,0.0596764959,1.2326850237,2.9116001252,-0.1162782783,0.7466997787,-0.6125438214,0.6280209849,-2.3664453734,0.3710977052,-0.6569854876,1.8118823707,0.5325936958,1.6983395787,-0.9494139998,0.8081757484,-1.2606305886,1.4160574379,0.0507520497,-0.3757543225,-1.1904549318,0.8778554961,-2.1516928361,-0.0422353333,5
-427.2419963283,30.7619273146,-15.9123138877,-0.4770842127,-6.2798272428,-6.3606550362,-8.1218230359,-3.4615362472,-8.6396463815,-8.2248445726,-5.0986456528,-1.6972085101,-6.7498241182,-1.2424536269,-6.9278640557,-1.5023948441,-3.5655793801,-3.5744086969,-0.1462766689,-0.3405394364,-2.0778416187,3.0232222951,3.2188693921,5.5703276645,3.8392031079,5.9647239343,1.5171138894,-1.6055603771,-0.8922781856,1.2443876611,-0.3491160361,1.5880209304,-2.6359753396,0.3312131714,0.3204506456,0.0316013554,-1.2056839332,0.1521773317,-0.687588554,0.6517566738,-2.5362359913,-0.5639825415,0.4359516892,1.3529132968,0.0255683794,0.8216726736,0.818961602,0.4882582541,-0.0202731442,1.6321587509,5
-540.9083739261,41.9782813731,-9.8402368199,2.9172099361,0.6057567939,-5.0477982295,-6.94690738,-3.5217170391,-10.8760648629,-7.5869351378,-2.3070545935,-4.7681774863,-6.9696506376,0.244834133,-8.0783814665,-1.1770951712,-4.3621898283,-4.7981736099,-3.9810150787,-4.1974401328,-6.6557230043,-2.6860062328,-2.5029755688,-1.9836943852,-4.2294772969,-1.1524237465,-2.5933939551,-2.3462074491,0.8392997008,2.0851840479,0.6841319639,2.5392557781,0.5968370557,1.5532971356,-0.3077328936,1.6911930958,-0.5960621378,0.946277043,-0.9754068579,-0.1349629413,-0.8981824698,1.6595272651,0.2959561117,2.2072523184,0.2694589564,0.7060276992,-0.8029675461,0.5765370949,-2.2310556999,0.8861834849,5
-401.4500322699,23.6506575507,-17.0316499019,-3.5656759854,-5.224790264,-5.231455403,-6.6885830358,-6.5042746126,-8.1032172731,-6.2143488988,-5.2945350487,-3.2937691338,-4.6143420077,-1.7880344361,-7.2419647248,-1.270706618,-4.9843184914,-2.3959642036,2.6353977209,4.2278240255,0.794166531,4.3903037595,2.2311495725,1.6315546699,-0.7195901305,4.6278939649,2.3705641386,1.6160217539,0.9005051309,0.3408057777,-1.6102406037,3.1951947488,-1.5303421175,-0.5065482812,-1.7643021936,-0.2357441852,-0.5939627235,2.2676105676,-0.1303115881,1.2344637668,-0.4136538378,0.1780978849,-1.6627052442,0.9859489011,0.0430175729,1.0513301875,-0.9094554769,0.0036364456,0.4284489363,1.5715877177,5
-532.551534824,43.5554695709,-16.518051877,6.4613700588,-6.0881547401,-6.1147238899,-3.7066535449,-10.5769070444,-3.9510248027,-0.5043121825,-2.3524482425,-1.4708944197,-4.4638339072,-0.5950030404,-3.3212426484,-4.5244313289,-3.0412435585,-1.5999947206,-2.1256869259,0.8460549879,2.3848442682,0.8632859009,-0.4204296078,-0.0634823216,-0.5933876871,0.9826882649,0.8179217215,4.4903981589,-0.3492244863,2.0577777585,-1.7944997212,1.5085130597,2.037659215,3.544430116,1.3424150353,3.3459005889,0.4699813998,0.5984479405,0.2338294188,0.8472680376,0.099287412,2.070455423,0.0297860565,0.8896312423,-1.4895411231,0.3540633761,-0.6287610458,-0.1347490236,-0.8803167573,0.1216001299,5
-564.1160042936,44.8095360908,-9.8438557571,5.1605758152,-4.3706604709,-6.0040846562,-2.2100074854,-9.7910343532,-5.6550252485,-1.859773558,-3.4822938321,-1.643084253,-5.4382810612,-0.0295152819,-2.9093612823,-4.9489777702,-3.2998354519,-3.0128159546,-2.1033641624,-0.7139168663,1.8803157006,1.5451250082,-0.2203888069,-0.0085735786,-1.1200129659,2.0556813843,0.9235299829,5.2983376817,0.5575986819,1.7078265078,-1.2105318578,0.8454361448,1.7635697764,3.2250174828,1.3726152126,1.5496605718,0.2988788956,0.3458430892,0.4207838471,1.5463776893,-0.2430459066,1.0361146949,-0.201849872,1.3935491574,-0.8119656477,0.0680658124,-1.4809555019,-0.0935874907,-0.6192374385,0.0554910204,5
-472.9921526199,35.3679807465,-23.9663735048,2.3797035495,-12.4594806588,-9.778640264,1.7589876989,-11.5729294147,-6.1996527159,-3.0062523842,-5.6434170287,-0.1002680728,-8.6459176927,-1.255779733,-3.2287640097,-4.6438004384,-1.8449708711,0.8043284354,-0.2664607244,2.0453641233,1.2963418445,0.5031129292,-0.6130942979,1.5979234869,1.4503701915,3.7097345825,1.8326797092,3.2672622706,-1.1490490553,2.9899431423,-0.4430661838,1.9147794577,-0.5124310602,-0.4020568418,-1.0979023381,3.2711747158,0.021943202,1.7513591359,-0.2879590678,0.6845912167,-0.1453473677,-0.0923608653,-0.4312049515,1.3242708405,-1.3324621475,0.1552874898,-0.9923856136,-0.6930658702,-1.2773547679,1.0001393498,5
-579.2268889774,47.6863214421,-9.335931681,4.2978531961,-6.7766438777,-4.5177118228,-3.7526845804,-10.4639386803,-7.1540223434,-1.4287288516,-5.9874851337,-2.2363366616,-6.5267857414,-1.8829699431,-2.9975675287,-6.1949414473,-2.8721024174,-3.9438268964,-5.6537108968,-3.6223270903,-1.4860066,-1.7511936093,-1.2928915472,1.0946799602,-0.5624881756,2.4502687663,0.5747591669,5.2919339231,1.9596219419,4.7072973671,1.3515041497,2.2201661902,0.9049953072,1.6374240208,0.8238322469,2.2910311621,0.4620839938,1.2704805218,-0.2255633732,0.4464662316,-2.5425368925,0.5807205629,0.1217774209,0.9949190464,-2.0222165254,0.0637620635,-1.5059010236,0.1600810636,-0.8280673784,-0.9369168536,5
-445.4544216203,32.028117966,-23.111754712,2.280503234,-12.1766513713,-10.4064969965,-0.8635600806,-13.4451078256,-4.6062551259,-2.780118601,-5.6022019051,-1.4389781573,-7.8462397507,-1.4557653236,-3.4222182415,-1.9917456721,-0.3644226249,2.4079748907,1.1661171364,2.9293624548,2.1831697816,1.8377421515,-1.1357781419,0.0639100543,-0.062397655,2.7953397936,2.5129287605,3.9684576676,-1.7740367034,0.1254057044,-2.3510317867,2.3576535745,1.0367217647,0.9228208229,0.1996046194,2.4985499544,-1.4898838241,0.8624463007,0.3467473963,1.6418984759,0.1488539603,0.040241656,0.4952127543,1.3300406253,-0.7874375628,0.9466965024,-0.3897366742,0.6128956126,0.1851429422,0.0677130965,5
-427.1251382343,28.0805377534,-30.2100361629,-4.8962455191,-16.0898519221,-14.7626231583,-2.9087142631,-16.5344571955,-10.2940271272,-4.8776208451,-10.3154530909,-2.9483843495,-11.4341902197,-5.0191110542,-5.4571581332,-3.2023697604,-0.7617665398,2.8687741498,2.4590940976,4.8435639716,4.7474226129,5.0688329573,2.5664719822,2.6213351146,-1.0139327782,0.678056265,-1.913415939,1.9481933919,-3.3480414579,-0.4288938522,-2.3947087785,1.270735072,0.1376592285,0.2526284531,-0.8793379564,3.2620523751,-0.2750104053,1.7652893577,0.2673893165,2.986628833,2.0942807359,-0.1287180711,0.5647442514,1.5200308913,0.0897443631,0.8384938496,-0.4070015057,0.6450752034,0.6365112382,1.1083138777,5
-561.8083572907,42.2280919996,-15.0873876616,2.8521473499,-9.2485094343,-8.4555280305,-3.7736014078,-11.9532456694,-7.6331642967,-1.8513611264,-5.8276123318,-1.5143311572,-8.2051221458,-0.9931062648,-2.4407041233,-5.7480120263,-1.905537077,-5.0874217207,-6.9264239298,-3.9022951468,-1.5889871331,-2.3688553743,-2.4714359872,0.350149848,-0.4228292344,1.8741632511,0.1264318008,4.9676841432,1.9094487405,6.7685269732,1.9876622266,1.9703786894,-0.3723059987,1.0737635694,0.7846862321,3.1071574224,0.5815878378,0.1441507902,-1.2599612054,1.9166811379,-0.7511003068,-0.0121724137,-2.1439824834,0.6936933288,-0.7545280872,0.5705817294,-1.7271053678,-0.2753289156,-0.3596446572,-0.0192315078,5
-425.0077428904,26.5959214825,-30.7496419619,-2.368251787,-16.9950371023,-13.5594607726,-2.0397838043,-15.5801715718,-9.0311251199,-4.1656441181,-10.3012273681,-2.7476511114,-12.059892841,-4.4150222518,-5.5143958442,-3.2604995094,0.6492012214,2.6220588515,-0.7777235028,1.7029453838,2.0059352156,1.3104848881,2.9814110791,4.0507077555,2.1606811342,1.9795997837,-1.6910965235,2.0203246617,-2.012280422,2.4747011721,-1.9200848186,-0.1265774796,-0.827084928,2.0095722606,0.4351161368,1.7344061275,-2.4070825553,0.7373561039,-0.2349905895,-0.6404736399,-1.7925037073,-0.4136245905,1.2732245107,2.8605058685,0.074200102,0.6070406132,-0.0654729665,0.3846087492,-0.8272447217,0.2295356394,5
-470.2983899753,43.7940978032,-6.7001811874,-0.5245511022,0.3565559405,-7.8111290953,-0.5024472933,-5.4466584553,-11.4143891611,0.4949205792,-7.4960901702,-1.1719928603,-2.6741234084,-5.5944660936,-1.5870501955,-4.266838252,-9.8642778288,-1.1557345065,-5.8816086183,-1.9855268079,-0.4400465244,4.1520767874,-0.1697448161,3.0141305518,1.1495475603,2.226559675,0.3503428539,3.0095454202,1.8607183103,3.7781900995,4.1205296286,6.4533576532,3.6723541016,5.4809871535,1.4145084301,2.5185991278,0.2011186343,2.7337073559,0.5600876084,2.8095927398,0.9998282865,2.9963100291,1.1386399867,2.8962010854,2.34628078,2.1927256879,0.1443001853,2.1878707638,1.3385979748,2.2917294787,5
-631.8511712592,50.1044471867,4.4978028556,5.5789823611,4.1494240293,-3.2254537472,-4.1310864332,-9.5410174072,-9.8996928755,-0.3492526864,-10.2160915768,-1.540604629,-7.65387191,-5.7489851324,-1.9294143866,-5.5557624848,-10.0077759257,-1.8486614491,-6.8711257196,-3.8106666909,-7.6694624062,-1.631213746,-7.9801947835,-4.486364326,-5.777112738,-2.0446541782,-3.8755762672,-0.4883472261,-3.4136987635,0.0899287932,-0.0017958112,0.8217569714,1.8314198416,3.1268137828,2.6683900746,1.2299860216,-0.5956873201,-0.3793219789,-0.6890516438,1.0485610442,0.9485917635,3.6379765423,0.9763499986,1.6358606686,0.1151524787,0.797380932,-0.2465626814,0.312824479,-0.5958290729,0.3721466796,5
-446.8876467917,43.9281057273,-7.8976827637,0.4696284611,-1.2430230234,-6.9306082376,0.578551029,-1.2316195718,-8.1221371341,1.2313561446,-4.1579163701,-0.7321306564,-2.1319514015,-4.4580728624,-1.8816135656,-1.4021185812,-8.0575905568,2.311963181,-0.1876247266,2.9425725037,2.3595978094,3.413532282,-2.8672379199,2.8801478055,1.5019115169,3.5695349955,3.5909254145,4.1463094006,4.6793626036,5.0737905476,2.7982179026,6.5041774836,3.0663253964,4.4702668583,2.6737581684,3.9119092024,2.5294038756,4.6723654439,2.446863718,3.8998954498,1.2249415377,3.3104718122,2.0544084303,1.7781336957,1.1192850747,1.6648793723,0.8339523977,2.9933133091,0.9639539668,2.2073904514,5
-583.8078681978,52.6685873799,-2.1020896736,9.1346853949,-0.661468958,-3.8166515626,2.0451499416,-4.26447259,-7.5275012542,-0.8663981364,-3.8348939682,-1.6122904604,-3.3625918733,-3.057410382,0.3990648116,-3.0868446996,-7.8512111201,-0.8169817598,-4.9047933682,-2.7632892614,-4.2563215202,-0.745825745,-5.8794466709,-1.7337039556,-4.4300378284,-1.6993551841,-2.580998144,1.5621074388,0.4985194812,1.9766843379,1.8906706945,2.7972661875,0.659704526,2.720483797,1.1190367589,4.0962142614,1.9357293619,5.7389983265,2.8398898854,2.9434734064,0.4277826017,2.102770197,1.1529607105,2.3215606255,1.17045375,1.2027843907,0.1176282344,1.6186478804,0.6754768484,1.5338442729,5
